"","Year","Species","ESU","releases","biomass","source","index"
"1351",1991,"Steelhead","Steelhead Salmon (Upper Willamette River)",1381885,110239351.5,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Steelhead Salmon (Upper Willamette River)"
"1352",1992,"Steelhead","Steelhead Salmon (Upper Willamette River)",1375155,116333913.83,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Steelhead Salmon (Upper Willamette River)"
"1353",1993,"Steelhead","Steelhead Salmon (Upper Willamette River)",1328909,108017156.76,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Steelhead Salmon (Upper Willamette River)"
"1354",1994,"Steelhead","Steelhead Salmon (Upper Willamette River)",1634779,139774027.37,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Steelhead Salmon (Upper Willamette River)"
"1355",1995,"Steelhead","Steelhead Salmon (Upper Willamette River)",1264161,109681892.25,"RMIS_10.29.24_https://www.rmpc.org/","1995 Steelhead Steelhead Salmon (Upper Willamette River)"
"1356",1996,"Steelhead","Steelhead Salmon (Upper Willamette River)",991769,85121538.78,"RMIS_10.29.24_https://www.rmpc.org/","1996 Steelhead Steelhead Salmon (Upper Willamette River)"
"1357",1997,"Steelhead","Steelhead Salmon (Upper Willamette River)",1280880,103059635.17,"RMIS_10.29.24_https://www.rmpc.org/","1997 Steelhead Steelhead Salmon (Upper Willamette River)"
"1358",1998,"Steelhead","Steelhead Salmon (Upper Willamette River)",1282198,110237963.52,"RMIS_10.29.24_https://www.rmpc.org/","1998 Steelhead Steelhead Salmon (Upper Willamette River)"
"1359",1999,"Steelhead","Steelhead Salmon (Upper Willamette River)",1331131,108016230.69,"RMIS_10.29.24_https://www.rmpc.org/","1999 Steelhead Steelhead Salmon (Upper Willamette River)"
"1360",2000,"Steelhead","Steelhead Salmon (Upper Willamette River)",426922,31912889.38,"RMIS_10.29.24_https://www.rmpc.org/","2000 Steelhead Steelhead Salmon (Upper Willamette River)"
"1361",2001,"Steelhead","Steelhead Salmon (Upper Willamette River)",1094099,96454341,"RMIS_10.29.24_https://www.rmpc.org/","2001 Steelhead Steelhead Salmon (Upper Willamette River)"
"1362",2002,"Steelhead","Steelhead Salmon (Upper Willamette River)",1146354,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Steelhead Steelhead Salmon (Upper Willamette River)"
"1363",2003,"Steelhead","Steelhead Salmon (Upper Willamette River)",996595,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Steelhead Steelhead Salmon (Upper Willamette River)"
"1364",2004,"Steelhead","Steelhead Salmon (Upper Willamette River)",986787,87971612.96,"RMIS_10.29.24_https://www.rmpc.org/","2004 Steelhead Steelhead Salmon (Upper Willamette River)"
"1365",2005,"Steelhead","Steelhead Salmon (Upper Willamette River)",1101549,99762446.02,"RMIS_10.29.24_https://www.rmpc.org/","2005 Steelhead Steelhead Salmon (Upper Willamette River)"
"1366",2006,"Steelhead","Steelhead Salmon (Upper Willamette River)",1085388,90054799.34,"RMIS_10.29.24_https://www.rmpc.org/","2006 Steelhead Steelhead Salmon (Upper Willamette River)"
"1367",2007,"Steelhead","Steelhead Salmon (Upper Willamette River)",1065480,88037967.71,"RMIS_10.29.24_https://www.rmpc.org/","2007 Steelhead Steelhead Salmon (Upper Willamette River)"
"1368",2008,"Steelhead","Steelhead Salmon (Upper Willamette River)",1152005,91413880.28,"RMIS_10.29.24_https://www.rmpc.org/","2008 Steelhead Steelhead Salmon (Upper Willamette River)"
"1369",2009,"Steelhead","Steelhead Salmon (Upper Willamette River)",1070473,85484506.25,"RMIS_10.29.24_https://www.rmpc.org/","2009 Steelhead Steelhead Salmon (Upper Willamette River)"
"1370",2010,"Steelhead","Steelhead Salmon (Upper Willamette River)",1094657,95128913.52,"RMIS_10.29.24_https://www.rmpc.org/","2010 Steelhead Steelhead Salmon (Upper Willamette River)"
"1371",2011,"Steelhead","Steelhead Salmon (Upper Willamette River)",1030044,96944587.72,"RMIS_10.29.24_https://www.rmpc.org/","2011 Steelhead Steelhead Salmon (Upper Willamette River)"
"1372",2012,"Steelhead","Steelhead Salmon (Upper Willamette River)",972971,91423239,"RMIS_10.29.24_https://www.rmpc.org/","2012 Steelhead Steelhead Salmon (Upper Willamette River)"
"1373",2013,"Steelhead","Steelhead Salmon (Upper Willamette River)",903756,85079047.16,"RMIS_10.29.24_https://www.rmpc.org/","2013 Steelhead Steelhead Salmon (Upper Willamette River)"
"1374",2014,"Steelhead","Steelhead Salmon (Upper Willamette River)",1084718,98177619.76,"RMIS_10.29.24_https://www.rmpc.org/","2014 Steelhead Steelhead Salmon (Upper Willamette River)"
"1375",2015,"Steelhead","Steelhead Salmon (Upper Willamette River)",795527,75385207.08,"RMIS_10.29.24_https://www.rmpc.org/","2015 Steelhead Steelhead Salmon (Upper Willamette River)"
"1376",2016,"Steelhead","Steelhead Salmon (Upper Willamette River)",947762,86101683.36,"RMIS_10.29.24_https://www.rmpc.org/","2016 Steelhead Steelhead Salmon (Upper Willamette River)"
"1377",2017,"Steelhead","Steelhead Salmon (Upper Willamette River)",900994,74405817.71,"RMIS_10.29.24_https://www.rmpc.org/","2017 Steelhead Steelhead Salmon (Upper Willamette River)"
"1378",2018,"Steelhead","Steelhead Salmon (Upper Willamette River)",866652,79280613.47,"RMIS_10.29.24_https://www.rmpc.org/","2018 Steelhead Steelhead Salmon (Upper Willamette River)"
"1379",2019,"Steelhead","Steelhead Salmon (Upper Willamette River)",826055,72377038.82,"RMIS_10.29.24_https://www.rmpc.org/","2019 Steelhead Steelhead Salmon (Upper Willamette River)"
"1380",2020,"Steelhead","Steelhead Salmon (Upper Willamette River)",1140569,79469138.77,"RMIS_10.29.24_https://www.rmpc.org/","2020 Steelhead Steelhead Salmon (Upper Willamette River)"
"1381",2021,"Steelhead","Steelhead Salmon (Upper Willamette River)",768928,61071578.27,"RMIS_10.29.24_https://www.rmpc.org/","2021 Steelhead Steelhead Salmon (Upper Willamette River)"
"1382",2022,"Steelhead","Steelhead Salmon (Upper Willamette River)",974851,78286988.2,"RMIS_10.29.24_https://www.rmpc.org/","2022 Steelhead Steelhead Salmon (Upper Willamette River)"
"1383",2023,"Steelhead","Steelhead Salmon (Upper Willamette River)",759646,56924783.34,"RMIS_10.29.24_https://www.rmpc.org/","2023 Steelhead Steelhead Salmon (Upper Willamette River)"
"1384",1990,"Chinook","Up. Klamath - Trinity River Chinook",11674216,NA,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Up. Klamath - Trinity River Chinook"
"1385",1991,"Chinook","Up. Klamath - Trinity River Chinook",10106685,NA,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Up. Klamath - Trinity River Chinook"
"1386",1992,"Chinook","Up. Klamath - Trinity River Chinook",8507261,232320852.04,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Up. Klamath - Trinity River Chinook"
"1387",1993,"Chinook","Up. Klamath - Trinity River Chinook",8831779,149432251.56,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Up. Klamath - Trinity River Chinook"
"1388",1994,"Chinook","Up. Klamath - Trinity River Chinook",8702483,113321062.24,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Up. Klamath - Trinity River Chinook"
"1389",1995,"Chinook","Up. Klamath - Trinity River Chinook",10874003,143768724.63,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Up. Klamath - Trinity River Chinook"
"1390",1996,"Chinook","Up. Klamath - Trinity River Chinook",10625363,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Up. Klamath - Trinity River Chinook"
"1391",1997,"Chinook","Up. Klamath - Trinity River Chinook",10896912,144255205.96,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Up. Klamath - Trinity River Chinook"
"1392",1998,"Chinook","Up. Klamath - Trinity River Chinook",11434245,103661624.63,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Up. Klamath - Trinity River Chinook"
"1393",1999,"Chinook","Up. Klamath - Trinity River Chinook",9602468,83394986.98,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Up. Klamath - Trinity River Chinook"
"1394",2000,"Chinook","Up. Klamath - Trinity River Chinook",10248791,137331516.05,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Up. Klamath - Trinity River Chinook"
"1395",2001,"Chinook","Up. Klamath - Trinity River Chinook",10397323,156226833.17,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Up. Klamath - Trinity River Chinook"
"1396",2002,"Chinook","Up. Klamath - Trinity River Chinook",10547849,151430537.64,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Up. Klamath - Trinity River Chinook"
"1397",2003,"Chinook","Up. Klamath - Trinity River Chinook",10692736,136151210.27,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Up. Klamath - Trinity River Chinook"
"1398",2004,"Chinook","Up. Klamath - Trinity River Chinook",10462550,112147511.55,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Up. Klamath - Trinity River Chinook"
"1399",2005,"Chinook","Up. Klamath - Trinity River Chinook",10785832,153004600.41,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Up. Klamath - Trinity River Chinook"
"1400",2006,"Chinook","Up. Klamath - Trinity River Chinook",11657688,128903922.82,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Up. Klamath - Trinity River Chinook"
"1401",2007,"Chinook","Up. Klamath - Trinity River Chinook",10712269,120167562.45,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Up. Klamath - Trinity River Chinook"
"1402",2008,"Chinook","Up. Klamath - Trinity River Chinook",10350933,113180181.58,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Up. Klamath - Trinity River Chinook"
"1403",2009,"Chinook","Up. Klamath - Trinity River Chinook",9270524,130259663.5,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Up. Klamath - Trinity River Chinook"
"1404",2010,"Chinook","Up. Klamath - Trinity River Chinook",9439186,128962772.07,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Up. Klamath - Trinity River Chinook"
"1405",2011,"Chinook","Up. Klamath - Trinity River Chinook",9093117,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Up. Klamath - Trinity River Chinook"
"1406",2012,"Chinook","Up. Klamath - Trinity River Chinook",10037432,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Up. Klamath - Trinity River Chinook"
"1407",2013,"Chinook","Up. Klamath - Trinity River Chinook",9383043,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Up. Klamath - Trinity River Chinook"
"1408",2014,"Chinook","Up. Klamath - Trinity River Chinook",10141266,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Up. Klamath - Trinity River Chinook"
"1409",2015,"Chinook","Up. Klamath - Trinity River Chinook",8675306,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Up. Klamath - Trinity River Chinook"
"1410",2016,"Chinook","Up. Klamath - Trinity River Chinook",9075025,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Up. Klamath - Trinity River Chinook"
"1411",2017,"Chinook","Up. Klamath - Trinity River Chinook",4076554,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Up. Klamath - Trinity River Chinook"
"1412",2018,"Chinook","Up. Klamath - Trinity River Chinook",9595911,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Up. Klamath - Trinity River Chinook"
"1413",2019,"Chinook","Up. Klamath - Trinity River Chinook",10111403,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Up. Klamath - Trinity River Chinook"
"1414",2020,"Chinook","Up. Klamath - Trinity River Chinook",4057832,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Up. Klamath - Trinity River Chinook"
"1415",2021,"Chinook","Up. Klamath - Trinity River Chinook",5420466,98412439.14,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Up. Klamath - Trinity River Chinook"
"1416",2022,"Chinook","Up. Klamath - Trinity River Chinook",9119638,90685355.89,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Up. Klamath - Trinity River Chinook"
"1417",2023,"Chinook","Up. Klamath - Trinity River Chinook",9799371,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Up. Klamath - Trinity River Chinook"
"1418",1990,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",7074229,153029147.88,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1419",1991,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",8273759,207977364.51,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1420",1992,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",7728099,180030830.4,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1421",1993,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",7125153,174936907.47,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1422",1994,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6247160,172760127.89,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1423",1995,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",8586598,239382444.52,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1424",1996,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6301534,194152375.39,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1425",1997,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",9870770,180065275.32,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1426",1998,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6039415,189983970.3,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1427",1999,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6365791,224466291.04,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1428",2000,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5783277,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1429",2001,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5183257,170601752.55,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1430",2002,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6905738,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1431",2003,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6055016,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1432",2004,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5231841,148639408.95,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1433",2005,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5145732,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1434",2006,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",4703099,144025979.9,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1435",2007,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",4380547,128390956.25,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1436",2008,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5381567,167239952,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1437",2009,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5968520,167994198.57,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1438",2010,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",7066604,223186950.65,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1439",2011,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",9708956,247133214.77,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1440",2012,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",9440940,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1441",2013,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",9489920,240769590.8,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1442",2014,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5538144,141898532.91,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1443",2015,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6850990,186866003.87,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1444",2016,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6489674,171816583.47,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1445",2017,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6549813,163316858.91,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1446",2018,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5505139,152595962.27,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1447",2019,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",6189983,162992875.01,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1448",2020,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",4992662,127692263.56,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1449",2021,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",7361246,194193723.14,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1450",2022,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5683365,154478164.5,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1451",2023,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU",5471741,133340637.58,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Upper Columbia River Spring-run Chinook Salmon ESU"
"1452",1990,"Steelhead","Upper Columbia River Steelhead DPS",1776125,132535362.4,"RMIS_10.29.24_https://www.rmpc.org/","1990 Steelhead Upper Columbia River Steelhead DPS"
"1453",1991,"Steelhead","Upper Columbia River Steelhead DPS",1881684,153185281.97,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Upper Columbia River Steelhead DPS"
"1454",1992,"Steelhead","Upper Columbia River Steelhead DPS",1560181,124872108.78,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Upper Columbia River Steelhead DPS"
"1455",1993,"Steelhead","Upper Columbia River Steelhead DPS",1359760,102640980.83,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Upper Columbia River Steelhead DPS"
"1456",1994,"Steelhead","Upper Columbia River Steelhead DPS",1455594,132555713.55,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Upper Columbia River Steelhead DPS"
"1457",1995,"Steelhead","Upper Columbia River Steelhead DPS",1427879,126767625.72,"RMIS_10.29.24_https://www.rmpc.org/","1995 Steelhead Upper Columbia River Steelhead DPS"
"1458",1996,"Steelhead","Upper Columbia River Steelhead DPS",1350696,124290184.59,"RMIS_10.29.24_https://www.rmpc.org/","1996 Steelhead Upper Columbia River Steelhead DPS"
"1459",1997,"Steelhead","Upper Columbia River Steelhead DPS",1158400,88183450.99,"RMIS_10.29.24_https://www.rmpc.org/","1997 Steelhead Upper Columbia River Steelhead DPS"
"1460",1998,"Steelhead","Upper Columbia River Steelhead DPS",1268439,98307038.88,"RMIS_10.29.24_https://www.rmpc.org/","1998 Steelhead Upper Columbia River Steelhead DPS"
"1461",1999,"Steelhead","Upper Columbia River Steelhead DPS",1465376,112777657.05,"RMIS_10.29.24_https://www.rmpc.org/","1999 Steelhead Upper Columbia River Steelhead DPS"
"1462",2000,"Steelhead","Upper Columbia River Steelhead DPS",1156897,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Steelhead Upper Columbia River Steelhead DPS"
"1463",2001,"Steelhead","Upper Columbia River Steelhead DPS",1067945,102031604.49,"RMIS_10.29.24_https://www.rmpc.org/","2001 Steelhead Upper Columbia River Steelhead DPS"
"1464",2002,"Steelhead","Upper Columbia River Steelhead DPS",1147860,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Steelhead Upper Columbia River Steelhead DPS"
"1465",2003,"Steelhead","Upper Columbia River Steelhead DPS",1117418,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Steelhead Upper Columbia River Steelhead DPS"
"1466",2004,"Steelhead","Upper Columbia River Steelhead DPS",1069628,88229086.82,"RMIS_10.29.24_https://www.rmpc.org/","2004 Steelhead Upper Columbia River Steelhead DPS"
"1467",2005,"Steelhead","Upper Columbia River Steelhead DPS",1024643,80870068.78,"RMIS_10.29.24_https://www.rmpc.org/","2005 Steelhead Upper Columbia River Steelhead DPS"
"1468",2006,"Steelhead","Upper Columbia River Steelhead DPS",1283011,105303398.77,"RMIS_10.29.24_https://www.rmpc.org/","2006 Steelhead Upper Columbia River Steelhead DPS"
"1469",2007,"Steelhead","Upper Columbia River Steelhead DPS",1126415,87330514.35,"RMIS_10.29.24_https://www.rmpc.org/","2007 Steelhead Upper Columbia River Steelhead DPS"
"1470",2008,"Steelhead","Upper Columbia River Steelhead DPS",1100942,80227535.78,"RMIS_10.29.24_https://www.rmpc.org/","2008 Steelhead Upper Columbia River Steelhead DPS"
"1471",2009,"Steelhead","Upper Columbia River Steelhead DPS",1286674,101823213.91,"RMIS_10.29.24_https://www.rmpc.org/","2009 Steelhead Upper Columbia River Steelhead DPS"
"1472",2010,"Steelhead","Upper Columbia River Steelhead DPS",1376925,126645694.57,"RMIS_10.29.24_https://www.rmpc.org/","2010 Steelhead Upper Columbia River Steelhead DPS"
"1473",2011,"Steelhead","Upper Columbia River Steelhead DPS",1468377,107630978.43,"RMIS_10.29.24_https://www.rmpc.org/","2011 Steelhead Upper Columbia River Steelhead DPS"
"1474",2012,"Steelhead","Upper Columbia River Steelhead DPS",1117812,90463224.63,"RMIS_10.29.24_https://www.rmpc.org/","2012 Steelhead Upper Columbia River Steelhead DPS"
"1475",2013,"Steelhead","Upper Columbia River Steelhead DPS",1029550,88407401.83,"RMIS_10.29.24_https://www.rmpc.org/","2013 Steelhead Upper Columbia River Steelhead DPS"
"1476",2014,"Steelhead","Upper Columbia River Steelhead DPS",1212847,94207110.68,"RMIS_10.29.24_https://www.rmpc.org/","2014 Steelhead Upper Columbia River Steelhead DPS"
"1477",2015,"Steelhead","Upper Columbia River Steelhead DPS",1498748,93986984.97,"RMIS_10.29.24_https://www.rmpc.org/","2015 Steelhead Upper Columbia River Steelhead DPS"
"1478",2016,"Steelhead","Upper Columbia River Steelhead DPS",1266670,96167527.3,"RMIS_10.29.24_https://www.rmpc.org/","2016 Steelhead Upper Columbia River Steelhead DPS"
"1479",2017,"Steelhead","Upper Columbia River Steelhead DPS",1359176,101875392.78,"RMIS_10.29.24_https://www.rmpc.org/","2017 Steelhead Upper Columbia River Steelhead DPS"
"1480",2018,"Steelhead","Upper Columbia River Steelhead DPS",1086393,75300323.15,"RMIS_10.29.24_https://www.rmpc.org/","2018 Steelhead Upper Columbia River Steelhead DPS"
"1481",2019,"Steelhead","Upper Columbia River Steelhead DPS",1096571,85056644.24,"RMIS_10.29.24_https://www.rmpc.org/","2019 Steelhead Upper Columbia River Steelhead DPS"
"1482",2020,"Steelhead","Upper Columbia River Steelhead DPS",839849,57236211.12,"RMIS_10.29.24_https://www.rmpc.org/","2020 Steelhead Upper Columbia River Steelhead DPS"
"1483",2021,"Steelhead","Upper Columbia River Steelhead DPS",1101511,85054748.84,"RMIS_10.29.24_https://www.rmpc.org/","2021 Steelhead Upper Columbia River Steelhead DPS"
"1484",2022,"Steelhead","Upper Columbia River Steelhead DPS",932350,62942544.74,"RMIS_10.29.24_https://www.rmpc.org/","2022 Steelhead Upper Columbia River Steelhead DPS"
"1485",2023,"Steelhead","Upper Columbia River Steelhead DPS",912728,67963938.6,"RMIS_10.29.24_https://www.rmpc.org/","2023 Steelhead Upper Columbia River Steelhead DPS"
"1486",1990,"Chinook","Upper Columbia River Summer and Fall Run Chinook",16536474,264071788.37,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1487",1991,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18120843,350871286.81,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1488",1992,"Chinook","Upper Columbia River Summer and Fall Run Chinook",16050317,307224460.47,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1489",1993,"Chinook","Upper Columbia River Summer and Fall Run Chinook",15134371,273482166.31,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1490",1994,"Chinook","Upper Columbia River Summer and Fall Run Chinook",21664382,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1491",1995,"Chinook","Upper Columbia River Summer and Fall Run Chinook",22537961,412423920,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1492",1996,"Chinook","Upper Columbia River Summer and Fall Run Chinook",20113536,365059006.16,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1493",1997,"Chinook","Upper Columbia River Summer and Fall Run Chinook",12226938,195159036.42,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1494",1998,"Chinook","Upper Columbia River Summer and Fall Run Chinook",14722766,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1495",1999,"Chinook","Upper Columbia River Summer and Fall Run Chinook",6881689,230669264.84,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1496",2000,"Chinook","Upper Columbia River Summer and Fall Run Chinook",16835638,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Upper Columbia River Summer and Fall Run Chinook"
